Genus	Species	Marker	Sequence_Count
Arnebia	decumbens	matK.txt	12
Arnebia	decumbens	rbcL.txt	17
Arnica	angustifolia	matK.txt	17
Arnica	angustifolia	petD.txt	10
Arnica	angustifolia	psbA-trnH.txt	12
Arnica	angustifolia	rbcL.txt	16
Arnica	angustifolia	rps16.txt	13
Arnica	angustifolia	trnL-trnF.txt	9
Arnoseris	minima	matK.txt	4
Arrhenatherum	album	18SrRNA.txt	7
Arrhenatherum	album	26SrRNA.txt	11
Arrhenatherum	album	5.8SrRNA.txt	11
Arrhenatherum	album	ITS.txt	11
Arrhenatherum	album	ITS1.txt	11
Arrhenatherum	album	ITS2.txt	11
Arrhenatherum	elatius	18SrRNA.txt	23
Arrhenatherum	elatius	26SrRNA.txt	31
Arrhenatherum	elatius	5.8SrRNA.txt	34
Arrhenatherum	elatius	ITS.txt	35
Arrhenatherum	elatius	ITS1.txt	34
Arrhenatherum	elatius	ITS2.txt	35
Arrhenatherum	elatius	matK.txt	15
Arrhenatherum	elatius	rbcL.txt	13
Arrhenatherum	elatius	trnK.txt	4
Arrhenatherum	palaestinum	18SrRNA.txt	4
Arrhenatherum	palaestinum	26SrRNA.txt	5
Arrhenatherum	palaestinum	5.8SrRNA.txt	5
Arrhenatherum	palaestinum	ITS.txt	5
Arrhenatherum	palaestinum	ITS1.txt	5
Arrhenatherum	palaestinum	ITS2.txt	5
Artemisia	absinthium	matK.txt	15
Artemisia	absinthium	psbA-trnH.txt	14
Artemisia	absinthium	rbcL.txt	15
Artemisia	absinthium	rpoB.txt	4
Artemisia	absinthium	rpoC1.txt	4
Artemisia	alpina	psbA-trnH.txt	4
Artemisia	annua	WGS.txt	16597
Artemisia	annua	psbA-trnH.txt	9
Artemisia	annua	rbcL.txt	11
Artemisia	arborescens	psbA-trnH.txt	4
Artemisia	arborescens	rps16.txt	7
Artemisia	arborescens	trnK.txt	7
Artemisia	austriaca	psbA-trnH.txt	6
Artemisia	campestris	matK.txt	12
Artemisia	campestris	psbA-trnH.txt	20
Artemisia	campestris	rbcL.txt	14
Artemisia	chamaemelifolia	psbA-trnH.txt	5
Artemisia	dracunculus	matK.txt	15
Artemisia	dracunculus	psbA-trnH.txt	9
Artemisia	dracunculus	rbcL.txt	12
Artemisia	dracunculus	rpoB.txt	7
Artemisia	dracunculus	rpoC1.txt	7
Artemisia	frigida	matK.txt	8
Artemisia	frigida	rbcL.txt	9
Artemisia	marschalliana	psbA-trnH.txt	19
Artemisia	norvegica	matK.txt	4
Artemisia	norvegica	rbcL.txt	6
Artemisia	pontica	matK.txt	4
Artemisia	pontica	psbA-trnH.txt	4
Artemisia	pontica	rbcL.txt	6
Artemisia	pontica	rpoB.txt	4
Artemisia	pontica	rpoC1.txt	4
Artemisia	rupestris	matK.txt	4
Artemisia	rupestris	rbcL.txt	4
Artemisia	scoparia	matK.txt	7
Artemisia	scoparia	psbA-trnH.txt	27
Artemisia	scoparia	rbcL.txt	11
Artemisia	scoparia	rpoB.txt	6
Artemisia	scoparia	rpoC1.txt	6
Artemisia	scoparia	trnL-trnF.txt	6
Artemisia	tilesii	matK.txt	6
Artemisia	tilesii	psbA-trnH.txt	4
Artemisia	tilesii	rbcL.txt	7
Artemisia	umbelliformis	rpl16.txt	16
Artemisia	vulgaris	matK.txt	19
Artemisia	vulgaris	psbA-trnH.txt	19
Artemisia	vulgaris	rbcL.txt	19
Artemisia	vulgaris	rpoB.txt	7
Artemisia	vulgaris	rpoC1.txt	9
Arthrocaulon	macrostachyum	matK.txt	6
Arthrocaulon	macrostachyum	rbcL.txt	7
Arum	cylindraceum	rps16.txt	9
Arum	cylindraceum	trnK.txt	9
Arum	italicum	matK.txt	5
Arum	italicum	rbcL.txt	5
Arum	italicum	rps16.txt	4
Arum	italicum	trnK.txt	4
Arum	maculatum	Adh.txt	4
Arum	maculatum	matK.txt	5
Arum	maculatum	rps16.txt	9
Arum	maculatum	trnK.txt	9
Arum	pictum	matK.txt	12
Arum	pictum	rbcL.txt	12
Arum	pictum	rps16.txt	13
Arum	pictum	trnL-trnF.txt	12
Aruncus	dioicus	matK.txt	7
Aruncus	dioicus	rbcL.txt	9
Arundo	plinii	rbcL.txt	6
Arundo	plinii	rpoB.txt	5
Asparagus	officinalis	28SrRNA.txt	7
Asparagus	officinalis	Adh.txt	17
Asparagus	officinalis	WGS.txt	23594
Asparagus	officinalis	matK.txt	13
Asparagus	officinalis	nad1.txt	4
Asparagus	officinalis	rbcL.txt	16
Asperugo	procumbens	rbcL.txt	5
Asplenium	adiantum-nigrum	psbA-trnH.txt	7
Asplenium	adiantum-nigrum	rbcL.txt	15
Asplenium	adiantum-nigrum	rps4.txt	6
Asplenium	adiantum-nigrum	trnL-trnF.txt	16
Asplenium	cuneifolium	rbcL.txt	5
Asplenium	cuneifolium	trnL-trnF.txt	9
Asplenium	hispanicum	rbcL.txt	6
Asplenium	hispanicum	trnL-trnF.txt	8
Asplenium	onopteris	psbA-trnH.txt	5
Asplenium	onopteris	rbcL.txt	12
Asplenium	onopteris	rps4.txt	4
Asplenium	onopteris	trnL-trnF.txt	11
Asplenium	petrarchae	psbA-trnH.txt	7
Asplenium	petrarchae	rbcL.txt	6
Asplenium	ruta-muraria	psbA-trnH.txt	4
Asplenium	ruta-muraria	rbcL.txt	28
Asplenium	ruta-muraria	rps4.txt	5
Asplenium	ruta-muraria	trnL-trnF.txt	14
Asplenium	scolopendrium	atpB-rbcL.txt	219
Asplenium	scolopendrium	clpP.txt	17
Asplenium	scolopendrium	psbA-trnH.txt	4
Asplenium	scolopendrium	psbB.txt	17
Asplenium	scolopendrium	psbC.txt	47
Asplenium	scolopendrium	rbcL.txt	225
Asplenium	scolopendrium	rpl16.txt	47
Asplenium	scolopendrium	trnL-trnF.txt	219
Asplenium	trichomanes	psbA-trnH.txt	8
Asplenium	trichomanes	rbcL.txt	28
Asplenium	trichomanes	rps4.txt	19
Asplenium	trichomanes	trnL-trnF.txt	14
Asplenium	viride	rbcL.txt	13
Asplenium	viride	rps4.txt	5
Aster	alpinus	matK.txt	5
Astragalus	alopecurus	matK.txt	9
Astragalus	alopecurus	psbA-trnH.txt	9
Astragalus	alopecurus	rbcL.txt	9
Astragalus	alpinus	matK.txt	20
Astragalus	alpinus	rbcL.txt	22
Astragalus	arpilobus	matK.txt	7
Astragalus	arpilobus	rbcL.txt	10
Astragalus	austriacus	matK.txt	20
Astragalus	austriacus	ycf1.txt	20
Astragalus	cicer	rbcL.txt	5
Astragalus	danicus	matK.txt	6
Astragalus	danicus	rbcL.txt	7
Astragalus	filicaulis	matK.txt	4
Astragalus	filicaulis	trnK.txt	4
Astragalus	filicaulis	ycf1.txt	4
Astragalus	flexus	matK.txt	4
Astragalus	flexus	rbcL.txt	4
Astragalus	hamosus	rbcL.txt	4
Astragalus	onobrychis	matK.txt	7
Astragalus	onobrychis	rbcL.txt	4
Astragalus	onobrychis	rpl16.txt	67
Astragalus	onobrychis	ycf1.txt	31
Astragalus	sulcatus	matK.txt	7
Astragalus	sulcatus	ycf1.txt	6
Astragalus	terraccianoi	cob.txt	4
Astragalus	tribuloides	rbcL.txt	5
Athyrium	distentifolium	rbcL.txt	5
Athyrium	filix-femina	matK.txt	4
Athyrium	filix-femina	rbcL.txt	19
Athyrium	filix-femina	trnL-trnF.txt	4
Atocion	compactum	rps16.txt	4
Atocion	rupestre	rps16.txt	4
Atractylis	cancellata	rbcL.txt	4
Atraphaxis	decipiens	trnL-trnF.txt	6
Atraphaxis	frutescens	trnL-trnF.txt	4
Atraphaxis	spinosa	rbcL.txt	4
Atriplex	glabriuscula	matK.txt	7
Atriplex	glabriuscula	rbcL.txt	6
Atriplex	halimus	5.8SrRNA.txt	10
Atriplex	halimus	ITS.txt	10
Atriplex	halimus	ITS1.txt	10
Atriplex	halimus	ITS2.txt	10
Atriplex	halimus	rbcL.txt	4
Atriplex	laciniata	rbcL.txt	5
Atriplex	lanfrancoi	COI.txt	6
Atriplex	littoralis	matK.txt	4
Atriplex	littoralis	rbcL.txt	6
Atriplex	longipes	rbcL.txt	5
Atriplex	patens	rbcL.txt	6
Atriplex	patula	matK.txt	8
Atriplex	patula	rbcL.txt	12
Atriplex	prostrata	matK.txt	6
Atriplex	prostrata	rbcL.txt	11
Atriplex	rosea	rbcL.txt	6
Atropa	belladonna	matK.txt	6
Atropa	belladonna	rbcL.txt	10
Aubrieta	columnae	trnL-trnF.txt	4
Aubrieta	deltoidea	trnL-trnF.txt	7
Aubrieta	gracilis	trnL-trnF.txt	15
Aubrieta	scardica	trnL-trnF.txt	27
Aubrieta	scyria	trnL-trnF.txt	6
Aubrieta	thessala	trnL-trnF.txt	4
Aurinia	saxatilis	Adh.txt	60
Aurinia	saxatilis	ndhF.txt	60
Aurinia	saxatilis	trnL-trnF.txt	5
Avena	barbata	GBSSI.txt	28
Avena	barbata	rps16.txt	8
Avena	brevis	Adh.txt	4
Avena	brevis	rps16.txt	4
Avena	eriantha	Adh.txt	4
Avena	eriantha	GBSSI.txt	20
Avena	eriantha	rps16.txt	4
Avena	insularis	GBSSI.txt	6
Avena	insularis	WGS.txt	14
Avena	longiglumis	GBSSI.txt	10
Avena	longiglumis	WGS.txt	7
Avena	murphyi	GBSSI.txt	5
Avena	nuda	Adh.txt	6
Avena	nuda	GBSSI.txt	18
Avena	nuda	rps16.txt	6
Avena	sterilis	Adh.txt	4
Avena	sterilis	GBSSI.txt	9
Avena	sterilis	rps16.txt	5
Avena	strigosa	Adh.txt	4
Avena	strigosa	GBSSI.txt	9
Avena	strigosa	rps16.txt	4
Avenella	flexuosa	5.8SrRNA.txt	4
Avenella	flexuosa	ITS.txt	4
Avenella	flexuosa	ITS1.txt	4
Avenella	flexuosa	ITS2.txt	4
Avenella	flexuosa	matK.txt	8
Avenella	flexuosa	rbcL.txt	10
Avenula	pubescens	matK.txt	7
Avenula	pubescens	rbcL.txt	7
Axyris	amaranthoides	rbcL.txt	8
Baldellia	alpestris	ndhF.txt	19
Baldellia	ranunculoides	ndhF.txt	42
Baldellia	repens	ndhF.txt	22
Ballota	nigra	rbcL.txt	4
Ballota	nigra	rps16.txt	6
Ballota	nigra	trnL-trnF.txt	7
Barbarea	vulgaris	matK.txt	14
Barbarea	vulgaris	psbA-trnH.txt	4
Barbarea	vulgaris	rbcL.txt	18
Bartsia	alpina	matK.txt	18
Bartsia	alpina	rbcL.txt	14
Bartsia	alpina	rps16.txt	4
Bartsia	alpina	trnK.txt	5
Bassia	hyssopifolia	rbcL.txt	5
Bassia	prostrata	atpB-rbcL.txt	6
Bassia	prostrata	rbcL.txt	8
Bassia	prostrata	rpl16.txt	4
Bassia	scoparia	rbcL.txt	11
Beckmannia	syzigachne	matK.txt	13
Beckmannia	syzigachne	rbcL.txt	15
Beckmannia	syzigachne	trnL-trnF.txt	4
Bellardia	trixago	matK.txt	6
Bellardia	trixago	rps16.txt	5
Bellardia	trixago	trnK.txt	5
Bellardia	viscosa	matK.txt	7
Bellardia	viscosa	rbcL.txt	7
Bellis	perennis	matK.txt	11
Bellis	perennis	rbcL.txt	18
Berberis	vulgaris	rbcL.txt	9
Berteroa	incana	matK.txt	11
Berteroa	incana	rbcL.txt	17
Beta	vulgaris	ITS.txt	57
Beta	vulgaris	ITS1.txt	57
Beta	vulgaris	WGS.txt	7216
Beta	vulgaris	matK.txt	9
Beta	vulgaris	rbcL.txt	8
Betonica	officinalis	matK.txt	6
Betonica	officinalis	rbcL.txt	5
Betula	pendula	Adh.txt	35
Betula	pendula	matK.txt	18
Betula	pendula	rbcL.txt	14
Betula	pubescens	matK.txt	7
Betula	pubescens	rbcL.txt	10
Betula	pubescens	trnL-trnF.txt	4
Betula	pubescens	trnS-trnG.txt	21
Biarum	dispar	matK.txt	5
Biarum	dispar	rbcL.txt	5
Biarum	dispar	rps16.txt	5
Biarum	dispar	trnL-trnF.txt	5
Biarum	tenuifolium	matK.txt	5
Biarum	tenuifolium	rbcL.txt	5
Biarum	tenuifolium	rps16.txt	5
Biarum	tenuifolium	trnL-trnF.txt	5
Bidens	cernua	matK.txt	8
Bidens	cernua	rbcL.txt	14
Bidens	cernua	trnL-trnF.txt	10
Bidens	tripartita	matK.txt	7
Bidens	tripartita	rbcL.txt	11
Bidens	tripartita	trnL-trnF.txt	4
Biscutella	laevigata	trnS-trnG.txt	48
Biscutella	neustriaca	matK.txt	5
Bistorta	officinalis	matK.txt	5
Bistorta	officinalis	rbcL.txt	8
Blackstonia	perfoliata	rbcL.txt	5
Blitum	bonus-henricus	rbcL.txt	7
Blitum	virgatum	matK.txt	5
Blitum	virgatum	rbcL.txt	5
Blysmopsis	rufa	rbcL.txt	4
Blysmus	compressus	rbcL.txt	6
Boerhavia	diffusa	matK.txt	4
Boerhavia	diffusa	rbcL.txt	4
Bolboschoenus	maritimus	matK.txt	6
Bolboschoenus	maritimus	rbcL.txt	9
Bolboschoenus	planiculmis	WGS.txt	54
Bolboschoenus	planiculmis	rbcL.txt	5
Borago	officinalis	matK.txt	9
Borago	officinalis	rbcL.txt	7
Bothriochloa	insculpta	matK.txt	5
Bothriochloa	insculpta	rbcL.txt	5
Botrychium	lunaria	matK.txt	88
Botrychium	lunaria	psbA-trnH.txt	87
Botrychium	lunaria	rbcL.txt	8
Botrychium	lunaria	rpl16.txt	84
Botrychium	lunaria	trnL-trnF.txt	82
Botrychium	tunux	matK.txt	13
Botrychium	tunux	psbA-trnH.txt	16
Botrychium	tunux	rpl16.txt	11
Botrychium	tunux	trnL-trnF.txt	13
Brachypodium	distachyon	matK.txt	4
Brachypodium	distachyon	rbcL.txt	5
Brachypodium	distachyon	trnL-trnF.txt	59
Brachypodium	hybridum	trnL-trnF.txt	107
Brachypodium	phoenicoides	COI.txt	29
Brachypodium	phoenicoides	trnL-trnF.txt	8
Brachypodium	pinnatum	matK.txt	4
Brachypodium	pinnatum	rbcL.txt	5
Brachypodium	pinnatum	trnL-trnF.txt	11
Brachypodium	retusum	trnL-trnF.txt	7
Brachypodium	stacei	trnL-trnF.txt	42
Brachypodium	sylvaticum	matK.txt	8
Brachypodium	sylvaticum	rbcL.txt	12
Brachypodium	sylvaticum	trnL-trnF.txt	17
Brassica	cretica	WGS.txt	61
Brassica	napus	18SrRNA.txt	10
Brassica	napus	5.8SrRNA.txt	4
Brassica	napus	Adh.txt	5
Brassica	napus	COI.txt	9
Brassica	napus	ETS.txt	8
Brassica	napus	ITS.txt	4
Brassica	napus	ITS1.txt	4
Brassica	napus	ITS2.txt	4
Brassica	napus	WGS.txt	4682
Brassica	napus	matK.txt	6
Brassica	napus	rbcL.txt	5
Brassica	oleracea	28SrRNA.txt	6
Brassica	oleracea	Adh.txt	101
Brassica	oleracea	CHS.txt	4
Brassica	oleracea	COI.txt	119
Brassica	oleracea	WGS.txt	34704
Brassica	oleracea	cob.txt	22
Brassica	oleracea	cox1.txt	13
Brassica	oleracea	matK.txt	12
Brassica	oleracea	rbcL.txt	13
Brassica	oleracea	rps4.txt	16
Braya	glabella	matK.txt	5
Braya	glabella	rbcL.txt	5
Briza	maxima	matK.txt	5
Briza	media	matK.txt	8
Briza	media	rbcL.txt	5
Briza	minor	matK.txt	11
Briza	minor	psbA-trnH.txt	4
Briza	minor	rbcL.txt	11
Bromus	commutatus	matK.txt	8
Bromus	commutatus	rbcL.txt	7
Bromus	danthoniae	matK.txt	10
Bromus	diandrus	matK.txt	5
Bromus	diandrus	rbcL.txt	5
Bromus	erectus	matK.txt	5
Bromus	erectus	rbcL.txt	9
Bromus	hordeaceus	matK.txt	15
Bromus	hordeaceus	rbcL.txt	14
Bromus	inermis	matK.txt	22
Bromus	inermis	rbcL.txt	38
Bromus	japonicus	matK.txt	12
Bromus	japonicus	rbcL.txt	15
Bromus	madritensis	rbcL.txt	4
Bromus	pumpellianus	matK.txt	8
Bromus	pumpellianus	rbcL.txt	11
Bromus	racemosus	matK.txt	13
Bromus	racemosus	rbcL.txt	9
Bromus	ramosus	matK.txt	4
Bromus	rubens	trnL-trnF.txt	14
Bromus	scoparius	matK.txt	6
Bromus	secalinus	matK.txt	5
Bromus	sterilis	matK.txt	10
Bromus	sterilis	rbcL.txt	12
Bromus	tectorum	matK.txt	15
Bromus	tectorum	rbcL.txt	25
Buglossoides	arvensis	matK.txt	4
Buglossoides	arvensis	rbcL.txt	9
Buglossoides	arvensis	trnL-trnF.txt	4
Buglossoides	incrassata	trnL-trnF.txt	4
Bunias	orientalis	ITS.txt	5
Bunias	orientalis	ITS2.txt	5
Bupleurum	falcatum	matK.txt	7
Bupleurum	falcatum	psbA-trnH.txt	6
Bupleurum	falcatum	rbcL.txt	8
Butomus	umbellatus	matK.txt	4
Butomus	umbellatus	rbcL.txt	7
Buxus	sempervirens	matK.txt	9
Buxus	sempervirens	psbA-trnH.txt	6
Buxus	sempervirens	rbcL.txt	4
Cakile	maritima	matK.txt	4
Cakile	maritima	rbcL.txt	5
Calamagrostis	arenaria	matK.txt	14
Calamagrostis	arenaria	rbcL.txt	11
Calamagrostis	arenaria	rps16.txt	4
Calamagrostis	arundinacea	atpF-atpH.txt	7
Calamagrostis	arundinacea	matK.txt	9
Calamagrostis	arundinacea	rps16.txt	6
Calamagrostis	arundinacea	trnK.txt	4
Calamagrostis	arundinacea	trnL-trnF.txt	4
Calamagrostis	canescens	matK.txt	8
Calamagrostis	canescens	rbcL.txt	5
Calamagrostis	deschampsioides	matK.txt	11
Calamagrostis	deschampsioides	rbcL.txt	10
Calamagrostis	holmii	rps16.txt	4
Calamagrostis	lapponica	atpF-atpH.txt	9
Calamagrostis	lapponica	matK.txt	15
Calamagrostis	lapponica	rbcL.txt	6
Calamagrostis	lapponica	trnL-trnF.txt	5
Calamagrostis	obtusata	rps16.txt	4
Calamagrostis	pseudophragmites	atpF-atpH.txt	5
Calamagrostis	pseudophragmites	matK.txt	6
Calamagrostis	pseudophragmites	rps16.txt	7
Calamagrostis	pseudophragmites	trnL-trnF.txt	6
Calamagrostis	purpurascens	atpF-atpH.txt	8
Calamagrostis	purpurascens	matK.txt	22
Calamagrostis	purpurascens	rbcL.txt	18
Calamagrostis	purpurascens	rps16.txt	6
Calamagrostis	purpurascens	trnK.txt	5
Calamagrostis	purpurascens	trnL-trnF.txt	9
Calamagrostis	purpurea	atpF-atpH.txt	4
Calamagrostis	purpurea	matK.txt	6
Calamagrostis	purpurea	rbcL.txt	4
Calendula	arvensis	rbcL.txt	6
Calendula	officinalis	matK.txt	5
Calendula	officinalis	rbcL.txt	6
Calla	palustris	rbcL.txt	4
Callianthemum	coriandrifolium	matK.txt	11
Callianthemum	coriandrifolium	trnL-trnF.txt	16
Calligonum	aphyllum	rbcL.txt	4
Calligonum	caput-medusae	rbcL.txt	5
Callitriche	brutia	rbcL.txt	6
Callitriche	hermaphroditica	matK.txt	5
Callitriche	hermaphroditica	rbcL.txt	4
Callitriche	obtusangula	rbcL.txt	4
Callitriche	palustris	18SrRNA.txt	4
Callitriche	palustris	28SrRNA.txt	4
Callitriche	palustris	5.8SrRNA.txt	4
Callitriche	palustris	ITS.txt	4
Callitriche	palustris	ITS1.txt	4
Callitriche	palustris	ITS2.txt	4
Callitriche	palustris	matK.txt	5
Callitriche	palustris	rbcL.txt	9
Callitriche	platycarpa	rbcL.txt	4
Callitriche	stagnalis	matK.txt	5
Callitriche	stagnalis	rbcL.txt	9
Callitriche	truncata	matK.txt	4
Callitriche	truncata	rbcL.txt	4
Calluna	vulgaris	matK.txt	211
Calluna	vulgaris	rbcL.txt	13
Calluna	vulgaris	rpl16.txt	199
Calluna	vulgaris	trnL-trnF.txt	200
Caltha	palustris	matK.txt	16
Caltha	palustris	rbcL.txt	30
Calystegia	sepium	matK.txt	12
Calystegia	sepium	rbcL.txt	16
Calystegia	soldanella	matK.txt	4
Calystegia	soldanella	rbcL.txt	11
Calystegia	soldanella	trnS-trnG.txt	5
Camelina	neglecta	WGS.txt	13
Camelina	sativa	matK.txt	5
Camelina	sativa	rbcL.txt	5
Campanula	alpina	rps16.txt	99
Campanula	alpina	trnK.txt	100
Campanula	austroadriatica	psbA-trnH.txt	23
Campanula	bertolae	rbcL.txt	4
Campanula	cabezudoi	5.8SrRNA.txt	6
Campanula	cabezudoi	ITS.txt	6
Campanula	cabezudoi	ITS1.txt	6
Campanula	cabezudoi	ITS2.txt	6
Campanula	carnica	rbcL.txt	4
Campanula	cervicaria	psbA-trnH.txt	7
Campanula	cervicaria	rbcL.txt	5
Campanula	cochleariifolia	rbcL.txt	6
Campanula	dichotoma	petD.txt	6
Campanula	dichotoma	trnL-trnF.txt	6
Campanula	dichotoma	trnS-trnG.txt	6
Campanula	fenestrellata	trnL-trnF.txt	16
Campanula	foliosa	psbA-trnH.txt	6
Campanula	fritschii	ITS.txt	12
Campanula	glomerata	matK.txt	11
Campanula	glomerata	psbA-trnH.txt	11
Campanula	glomerata	rbcL.txt	14
Campanula	grossekii	rbcL.txt	4
Campanula	incurva	rbcL.txt	4
Campanula	latifolia	matK.txt	4
Campanula	latifolia	rbcL.txt	7
Campanula	lingulata	psbA-trnH.txt	33
Campanula	lingulata	rbcL.txt	4
Campanula	lusitanica	5.8SrRNA.txt	8
Campanula	lusitanica	ITS.txt	8
Campanula	lusitanica	ITS1.txt	8
Campanula	lusitanica	ITS2.txt	8
Campanula	macrostachya	rbcL.txt	4
Campanula	medium	rbcL.txt	6
Campanula	moesiaca	rbcL.txt	4
Campanula	mollis	petD.txt	6
Campanula	mollis	trnL-trnF.txt	6
Campanula	mollis	trnS-trnG.txt	6
Campanula	orphanidea	rbcL.txt	4
Campanula	patula	matK.txt	9
Campanula	patula	rbcL.txt	13
Campanula	persicifolia	rbcL.txt	7
Campanula	portenschlagiana	trnL-trnF.txt	4
Campanula	pyramidalis	psbA-trnH.txt	27
Campanula	ramosissima	rbcL.txt	6
Campanula	rapunculoides	matK.txt	15
Campanula	rapunculoides	petD.txt	5
Campanula	rapunculoides	psbA-trnH.txt	4
Campanula	rapunculoides	rbcL.txt	13
Campanula	rapunculoides	rpl16.txt	5
Campanula	rapunculoides	trnK.txt	5
Campanula	rapunculus	matK.txt	5
Campanula	rapunculus	rbcL.txt	7
Campanula	rhomboidalis	rbcL.txt	4
Campanula	rotundifolia	matK.txt	11
Campanula	rotundifolia	rbcL.txt	24
Campanula	scheuchzeri	rbcL.txt	5
Campanula	secundiflora	psbA-trnH.txt	20
Campanula	sibirica	atpB-rbcL.txt	4
Campanula	sibirica	matK.txt	10
Campanula	sibirica	petD.txt	5
Campanula	sibirica	rbcL.txt	12
Campanula	sibirica	rpl16.txt	6
Campanula	sparsa	rbcL.txt	7
Campanula	specularioides	5.8SrRNA.txt	6
Campanula	specularioides	ITS.txt	6
Campanula	specularioides	ITS1.txt	6
Campanula	specularioides	ITS2.txt	6
Campanula	stevenii	rbcL.txt	5
Campanula	thyrsoides	rbcL.txt	5
Campanula	trachelium	matK.txt	7
Campanula	trachelium	rbcL.txt	12
Campanula	transtagana	5.8SrRNA.txt	8
Campanula	transtagana	ITS.txt	8
Campanula	transtagana	ITS1.txt	8
Campanula	transtagana	ITS2.txt	8
Campanula	velebitica	rbcL.txt	5
Campanula	versicolor	psbA-trnH.txt	26
Campanula	witasekiana	rbcL.txt	5
Campanula	zoysii	rbcL.txt	4
Capsella	bursa-pastoris	5.8SrRNA.txt	12
Capsella	bursa-pastoris	ITS.txt	12
Capsella	bursa-pastoris	ITS1.txt	12
Capsella	bursa-pastoris	ITS2.txt	12
Capsella	bursa-pastoris	matK.txt	32
Capsella	bursa-pastoris	psbA-trnH.txt	15
Capsella	bursa-pastoris	rbcL.txt	37
Capsella	bursa-pastoris	rps16.txt	12
Capsella	bursa-pastoris	trnL-trnF.txt	8
Capsella	grandiflora	rps16.txt	4
Capsella	orientalis	rps16.txt	6
Capsella	rubella	rps16.txt	4
Caragana	frutex	matK.txt	5
Caragana	frutex	rbcL.txt	8
Cardamine	acris	ITS.txt	18
Cardamine	amara	ITS.txt	43
Cardamine	barbaraeoides	CHS.txt	6
Cardamine	barbaraeoides	ITS.txt	64
Cardamine	bellidifolia	CHS.txt	27
Cardamine	bellidifolia	F3H.txt	27
Cardamine	bellidifolia	PHYC.txt	34
Cardamine	bellidifolia	matK.txt	4
Cardamine	bellidifolia	rbcL.txt	10
Cardamine	flexuosa	matK.txt	9
Cardamine	flexuosa	psbA-trnH.txt	6
Cardamine	flexuosa	rbcL.txt	15
Cardamine	hirsuta	matK.txt	13
Cardamine	hirsuta	psbA-trnH.txt	4
Cardamine	hirsuta	rbcL.txt	21
Cardamine	impatiens	matK.txt	15
Cardamine	impatiens	psbA-trnH.txt	9
Cardamine	impatiens	rbcL.txt	20
Cardamine	penzesii	ITS.txt	16
Cardamine	pratensis	matK.txt	10
Cardamine	pratensis	rbcL.txt	24
Cardamine	pratensis	rpoB.txt	27
Cardamine	pratensis	trnL-trnF.txt	21
Cardamine	resedifolia	F3H.txt	4
Cardamine	resedifolia	PHYC.txt	4
Carduus	acanthoides	matK.txt	5
Carduus	acanthoides	rbcL.txt	5
Carduus	crispus	matK.txt	9
Carduus	crispus	rbcL.txt	5
Carduus	nutans	matK.txt	9
Carduus	nutans	rbcL.txt	14
Carduus	tenuiflorus	matK.txt	4
Carduus	tenuiflorus	rbcL.txt	4
Carex	acuta	rbcL.txt	6
Carex	acutiformis	matK.txt	4
Carex	acutiformis	rbcL.txt	5
Carex	agastachys	matK.txt	12
Carex	aquatilis	atpF-atpH.txt	6
Carex	aquatilis	matK.txt	29
Carex	aquatilis	rbcL.txt	38
Carex	aquatilis	rpoB.txt	4
Carex	aquatilis	rpoC1.txt	6
Carex	arctogena	matK.txt	52
Carex	arctogena	rps16.txt	37
Carex	arenaria	5.8SrRNA.txt	14
Carex	arenaria	ITS.txt	14
Carex	arenaria	ITS1.txt	14
Carex	arenaria	ITS2.txt	14
Carex	arenaria	matK.txt	21
Carex	arenaria	rbcL.txt	5
Carex	atherodes	rbcL.txt	4
Carex	atrata	matK.txt	4
Carex	atrata	rbcL.txt	4
Carex	atrofusca	5.8SrRNA.txt	8
Carex	atrofusca	ITS.txt	8
Carex	atrofusca	ITS1.txt	8
Carex	atrofusca	ITS2.txt	8
Carex	atrofusca	atpF-atpH.txt	5
Carex	atrofusca	matK.txt	15
Carex	atrofusca	rbcL.txt	24
Carex	atrofusca	rpoB.txt	5
Carex	atrofusca	rpoC1.txt	5
Carex	atrofusca	rps16.txt	13
Carex	atrofusca	trnS-trnG.txt	15
Carex	bicolor	matK.txt	9
Carex	bicolor	rbcL.txt	13
Carex	bigelowii	atpF-atpH.txt	8
Carex	bigelowii	matK.txt	20
Carex	bigelowii	rbcL.txt	21
Carex	bigelowii	rpoB.txt	9
Carex	bigelowii	rpoC1.txt	8
Carex	bigelowii	rps16.txt	4
Carex	binervis	G3pdh.txt	4
Carex	binervis	matK.txt	6
Carex	binervis	rps16.txt	5
Carex	binervis	trnK.txt	25
Carex	borealipolaris	matK.txt	5
Carex	borealipolaris	rbcL.txt	6
Carex	brizoides	5.8SrRNA.txt	7
Carex	brizoides	ITS.txt	7
Carex	brizoides	ITS1.txt	7
Carex	brizoides	ITS2.txt	7
Carex	brizoides	matK.txt	8
Carex	camposii	G3pdh.txt	6
Carex	camposii	matK.txt	8
Carex	camposii	rps16.txt	7
Carex	camposii	trnK.txt	15
Carex	canescens	G3pdh.txt	8
Carex	canescens	matK.txt	18
Carex	canescens	rbcL.txt	5
Carex	canescens	rps16.txt	34
Carex	canescens	trnK.txt	38
Carex	capillaris	atpF-atpH.txt	4
Carex	capillaris	matK.txt	14
Carex	capillaris	rbcL.txt	25
Carex	capillaris	rpoB.txt	4
Carex	caryophyllea	rbcL.txt	4
Carex	chordorrhiza	rbcL.txt	17
